DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,SGD,0.45799999999999996,6.0,0.51,4.0,0.522,2.0,0.5499999999999999,1.0,0.518,3.0,0.5,5.0,0.42200000000000004,7.0,volume,5.5,PRE
dermatology,SGD,0.7120000000000001,7.0,0.8240000000000001,5.0,0.882,1.0,0.8059999999999999,6.0,0.85,4.0,0.858,2.0,0.8540000000000001,3.0,volume,5.5,PRE
glass,SGD,0.134,5.0,0.14800000000000002,4.0,0.038,7.0,0.18800000000000006,2.0,0.16799999999999998,3.0,0.196,1.0,0.13,6.0,volume,5.5,PRE
new-thyroid,SGD,0.38799999999999996,7.0,0.752,4.0,0.836,2.0,0.748,5.0,0.8140000000000001,3.0,0.7040000000000001,6.0,0.884,1.0,volume,5.5,PRE
penbased,SGD,0.852,7.0,0.868,4.0,0.8640000000000001,5.0,0.8780000000000001,1.0,0.8699999999999999,3.0,0.8740000000000001,2.0,0.86,6.0,volume,5.5,PRE
thyroid,SGD,0.858,6.0,0.9,2.0,0.8780000000000001,5.0,0.89,4.0,0.902,1.0,0.898,3.0,0.8560000000000001,7.0,volume,5.5,PRE
wine,SGD,0.374,5.0,0.40399999999999997,3.0,0.45,1.0,0.344,6.0,0.22400000000000006,7.0,0.402,4.0,0.442,2.0,volume,5.5,PRE
