DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,GNB,0.768,6.5,0.7759999999999999,1.5,0.772,4.0,0.7759999999999999,1.5,0.772,4.0,0.7680000000000001,6.5,0.772,4.0,aspect_ratio,4.0,SPE
dermatology,GNB,0.972,2.5,0.972,2.5,0.972,2.5,0.97,5.5,0.972,2.5,0.97,5.5,0.968,7.0,aspect_ratio,4.0,SPE
glass,GNB,0.8320000000000001,6.0,0.8640000000000001,1.0,0.8540000000000001,3.5,0.8540000000000001,3.5,0.85,5.0,0.7939999999999999,7.0,0.86,2.0,aspect_ratio,4.0,SPE
new-thyroid,GNB,0.946,6.0,0.958,4.0,0.968,2.0,0.968,2.0,0.968,2.0,0.934,7.0,0.9540000000000001,5.0,aspect_ratio,4.0,SPE
penbased,GNB,0.982,4.0,0.982,4.0,0.982,4.0,0.982,4.0,0.982,4.0,0.982,4.0,0.982,4.0,aspect_ratio,4.0,SPE
thyroid,GNB,0.8079999999999999,4.0,0.8079999999999999,4.0,0.8079999999999999,4.0,0.774,7.0,0.8320000000000001,1.0,0.8099999999999999,2.0,0.7939999999999999,6.0,aspect_ratio,4.0,SPE
wine,GNB,0.9479999999999998,3.5,0.9479999999999998,3.5,0.946,5.0,0.9520000000000001,1.0,0.95,2.0,0.93,7.0,0.936,6.0,aspect_ratio,4.0,SPE
