DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,RF,0.532,2.0,0.5279999999999999,4.0,0.534,1.0,0.512,7.0,0.524,5.0,0.522,6.0,0.53,3.0,area,8.5,PRE
dermatology,RF,0.934,7.0,0.94,4.0,0.946,2.5,0.946,2.5,0.938,5.0,0.9520000000000001,1.0,0.936,6.0,area,8.5,PRE
glass,RF,0.7040000000000001,7.0,0.746,2.0,0.7540000000000001,1.0,0.7340000000000001,4.0,0.74,3.0,0.7219999999999999,5.0,0.72,6.0,area,8.5,PRE
new-thyroid,RF,0.98,3.5,0.986,1.0,0.9840000000000001,2.0,0.98,3.5,0.958,6.5,0.964,5.0,0.958,6.5,area,8.5,PRE
penbased,RF,0.968,6.0,0.968,6.0,0.968,6.0,0.972,2.0,0.97,4.0,0.972,2.0,0.972,2.0,area,8.5,PRE
thyroid,RF,0.962,5.5,0.976,2.0,0.972,3.0,0.968,4.0,0.978,1.0,0.9620000000000001,5.5,0.958,7.0,area,8.5,PRE
wine,RF,0.9559999999999998,4.5,0.95,7.0,0.9559999999999998,4.5,0.9520000000000001,6.0,0.966,1.5,0.966,1.5,0.958,3.0,area,8.5,PRE
