DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,LRG,0.4,7.0,0.5820000000000001,4.5,0.59,2.0,0.5820000000000001,4.5,0.5760000000000001,6.0,0.584,3.0,0.624,1.0,solid_angle,6.0,GEO
dermatology,LRG,0.5660000000000001,7.0,0.96,3.0,0.968,1.0,0.946,6.0,0.95,4.5,0.9620000000000001,2.0,0.95,4.5,solid_angle,6.0,GEO
glass,LRG,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.46,1.0,solid_angle,6.0,GEO
new-thyroid,LRG,0.05,7.0,0.7380000000000001,3.0,0.7380000000000001,3.0,0.6559999999999999,5.0,0.6460000000000001,6.0,0.7380000000000001,3.0,0.9440000000000001,1.0,solid_angle,6.0,GEO
penbased,LRG,0.9079999999999999,6.0,0.9159999999999999,2.5,0.9159999999999999,2.5,0.9159999999999999,2.5,0.914,5.0,0.9159999999999999,2.5,0.902,7.0,solid_angle,6.0,GEO
thyroid,LRG,0.0,7.0,0.61,1.0,0.284,6.0,0.414,5.0,0.5159999999999999,4.0,0.5660000000000001,2.0,0.5579999999999999,3.0,solid_angle,6.0,GEO
wine,LRG,0.5379999999999999,7.0,0.57,2.0,0.568,3.0,0.5660000000000001,5.0,0.5660000000000001,5.0,0.5660000000000001,5.0,0.616,1.0,solid_angle,6.0,GEO
