DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,ABC,0.546,3.0,0.5379999999999999,7.0,0.54,6.0,0.546,3.0,0.542,5.0,0.55,1.0,0.546,3.0,area,1.0,PRE
dermatology,ABC,0.7260000000000001,1.0,0.5799999999999998,3.0,0.55,4.0,0.526,5.0,0.5840000000000001,2.0,0.182,7.0,0.51,6.0,area,1.0,PRE
glass,ABC,0.406,2.0,0.384,3.0,0.338,6.0,0.382,4.0,0.364,5.0,0.264,7.0,0.446,1.0,area,1.0,PRE
new-thyroid,ABC,0.9520000000000001,2.0,0.9420000000000001,4.0,0.8480000000000001,7.0,0.94,5.0,0.884,6.0,0.956,1.0,0.946,3.0,area,1.0,PRE
penbased,ABC,0.17800000000000002,2.5,0.18,1.0,0.17800000000000002,2.5,0.17400000000000002,4.0,0.14400000000000002,5.0,0.14200000000000002,6.5,0.14200000000000002,6.5,area,1.0,PRE
thyroid,ABC,0.948,2.5,0.9540000000000001,1.0,0.92,7.0,0.94,6.0,0.948,2.5,0.9420000000000001,4.5,0.9420000000000001,4.5,area,1.0,PRE
wine,ABC,0.8960000000000001,3.0,0.8779999999999999,6.0,0.8740000000000002,7.0,0.8799999999999999,5.0,0.892,4.0,0.898,2.0,0.904,1.0,area,1.0,PRE
