DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,MLP,0.41,6.5,0.4280000000000001,1.0,0.418,4.0,0.42,3.0,0.426,2.0,0.416,5.0,0.41,6.5,area,2.0,IBA
dermatology,MLP,0.956,7.0,0.966,2.5,0.966,2.5,0.974,1.0,0.958,6.0,0.964,4.0,0.9600000000000002,5.0,area,2.0,IBA
glass,MLP,0.24600000000000002,7.0,0.424,1.0,0.37,5.0,0.42,2.5,0.42,2.5,0.402,4.0,0.34,6.0,area,2.0,IBA
new-thyroid,MLP,0.518,7.0,0.93,2.0,0.938,1.0,0.89,5.0,0.902,4.0,0.924,3.0,0.682,6.0,area,2.0,IBA
penbased,MLP,0.95,7.0,0.972,1.5,0.97,3.0,0.968,4.0,0.964,5.0,0.972,1.5,0.9559999999999998,6.0,area,2.0,IBA
thyroid,MLP,0.27,7.0,0.6799999999999999,2.0,0.6359999999999999,4.0,0.644,3.0,0.6140000000000001,5.0,0.708,1.0,0.4480000000000001,6.0,area,2.0,IBA
wine,MLP,0.502,7.0,0.6599999999999999,4.0,0.6859999999999999,1.0,0.6839999999999999,2.0,0.672,3.0,0.654,5.0,0.608,6.0,area,2.0,IBA
