DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,SGD,0.398,4.0,0.45399999999999996,2.0,0.45799999999999996,1.0,0.38799999999999996,5.0,0.41,3.0,0.386,6.0,0.324,7.0,area,2.0,GEO
dermatology,SGD,0.716,7.0,0.7859999999999999,6.0,0.882,1.0,0.826,3.5,0.826,3.5,0.8740000000000001,2.0,0.8019999999999999,5.0,area,2.0,GEO
glass,SGD,0.12,6.0,0.19,5.0,0.06,7.0,0.204,4.0,0.242,3.0,0.254,2.0,0.316,1.0,area,2.0,GEO
new-thyroid,SGD,0.268,7.0,0.6559999999999999,4.0,0.7379999999999999,1.0,0.7,2.0,0.644,5.0,0.6779999999999999,3.0,0.622,6.0,area,2.0,GEO
penbased,SGD,0.89,6.0,0.91,2.5,0.91,2.5,0.91,2.5,0.91,2.5,0.904,5.0,0.8619999999999999,7.0,area,2.0,GEO
thyroid,SGD,0.058,7.0,0.586,1.0,0.37200000000000005,6.0,0.518,4.0,0.574,2.0,0.56,3.0,0.47,5.0,area,2.0,GEO
wine,SGD,0.33,5.0,0.424,2.0,0.5,1.0,0.342,3.5,0.12,7.0,0.342,3.5,0.28800000000000003,6.0,area,2.0,GEO
