DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,MLP,0.644,6.5,0.6579999999999999,2.5,0.6579999999999999,2.5,0.6580000000000001,2.5,0.6580000000000001,2.5,0.6540000000000001,5.0,0.644,6.5,volume,1.0,GEO
dermatology,MLP,0.9840000000000001,4.5,0.9840000000000001,4.5,0.986,2.0,0.986,2.0,0.986,2.0,0.982,6.0,0.966,7.0,volume,1.0,GEO
glass,MLP,0.28600000000000003,7.0,0.556,4.0,0.5660000000000001,2.0,0.5519999999999999,5.0,0.606,1.0,0.562,3.0,0.512,6.0,volume,1.0,GEO
new-thyroid,MLP,0.6960000000000001,7.0,0.962,3.5,0.962,3.5,0.96,5.0,0.9740000000000001,1.0,0.964,2.0,0.7759999999999999,6.0,volume,1.0,GEO
penbased,MLP,0.9759999999999998,7.0,0.986,1.5,0.986,1.5,0.9840000000000001,3.5,0.982,5.0,0.9840000000000001,3.5,0.978,6.0,volume,1.0,GEO
thyroid,MLP,0.418,7.0,0.8379999999999999,2.0,0.76,5.0,0.8039999999999999,4.0,0.826,3.0,0.8779999999999999,1.0,0.5820000000000001,6.0,volume,1.0,GEO
wine,MLP,0.6839999999999999,7.0,0.8,3.5,0.804,2.0,0.8,3.5,0.7979999999999999,5.0,0.828,1.0,0.7839999999999999,6.0,volume,1.0,GEO
