DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,SGD,0.2,4.0,0.234,2.0,0.24,1.0,0.188,5.5,0.188,5.5,0.206,3.0,0.184,7.0,area,3.0,IBA
dermatology,SGD,0.6140000000000001,7.0,0.688,5.0,0.8160000000000001,2.0,0.76,3.0,0.732,4.0,0.818,1.0,0.6719999999999999,6.0,area,3.0,IBA
glass,SGD,0.084,6.0,0.12400000000000005,5.0,0.046,7.0,0.132,4.0,0.156,2.0,0.154,3.0,0.196,1.0,area,3.0,IBA
new-thyroid,SGD,0.152,7.0,0.532,5.0,0.614,2.0,0.578,4.0,0.4600000000000001,6.0,0.5820000000000001,3.0,0.7339999999999999,1.0,area,3.0,IBA
penbased,SGD,0.7979999999999999,7.0,0.828,2.0,0.828,2.0,0.826,4.0,0.828,2.0,0.818,5.0,0.8059999999999999,6.0,area,3.0,IBA
thyroid,SGD,0.02,7.0,0.364,1.0,0.196,5.0,0.28800000000000003,4.0,0.34,2.0,0.32799999999999996,3.0,0.188,6.0,area,3.0,IBA
wine,SGD,0.23600000000000002,5.0,0.314,3.0,0.386,1.0,0.25999999999999995,4.0,0.1,7.0,0.208,6.0,0.34600000000000003,2.0,area,3.0,IBA
