DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,RF,0.618,5.0,0.626,2.0,0.6260000000000001,2.0,0.608,7.0,0.622,4.0,0.6159999999999999,6.0,0.626,2.0,area,3.5,GEO
dermatology,RF,0.9559999999999998,7.0,0.9620000000000001,4.0,0.966,2.5,0.966,2.5,0.96,5.0,0.97,1.0,0.958,6.0,area,3.5,GEO
glass,RF,0.76,6.0,0.794,3.0,0.8079999999999999,1.0,0.7859999999999999,4.0,0.7959999999999999,2.0,0.7779999999999999,5.0,0.75,7.0,area,3.5,GEO
new-thyroid,RF,0.966,3.5,0.978,1.0,0.9740000000000001,2.0,0.966,3.5,0.964,5.0,0.9559999999999998,6.0,0.946,7.0,area,3.5,GEO
penbased,RF,0.98,5.5,0.98,5.5,0.98,5.5,0.9840000000000001,1.0,0.982,2.5,0.982,2.5,0.98,5.5,area,3.5,GEO
thyroid,RF,0.7979999999999999,7.0,0.914,2.0,0.8720000000000001,3.0,0.8240000000000001,5.0,0.9200000000000002,1.0,0.8099999999999999,6.0,0.8320000000000001,4.0,area,3.5,GEO
wine,RF,0.966,3.0,0.9600000000000002,6.0,0.964,4.0,0.9620000000000001,5.0,0.976,1.5,0.976,1.5,0.956,7.0,area,3.5,GEO
