DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,KNN,0.7300000000000001,4.0,0.722,7.0,0.732,2.5,0.732,2.5,0.728,5.0,0.7240000000000001,6.0,0.7379999999999999,1.0,volume,4.0,SPE
dermatology,KNN,0.992,2.0,0.99,4.5,0.99,4.5,0.9940000000000001,1.0,0.99,4.5,0.99,4.5,0.988,7.0,volume,4.0,SPE
glass,KNN,0.8740000000000001,7.0,0.9079999999999999,1.0,0.8939999999999999,6.0,0.9059999999999999,2.0,0.902,3.5,0.902,3.5,0.898,5.0,volume,4.0,SPE
new-thyroid,KNN,0.946,6.5,0.9740000000000001,2.5,0.9740000000000001,2.5,0.9740000000000001,2.5,0.97,5.0,0.9740000000000001,2.5,0.946,6.5,volume,4.0,SPE
penbased,KNN,0.996,6.5,0.998,3.0,0.998,3.0,0.998,3.0,0.998,3.0,0.998,3.0,0.996,6.5,volume,4.0,SPE
thyroid,KNN,0.214,7.0,0.446,1.0,0.364,5.0,0.396,2.5,0.396,2.5,0.394,4.0,0.29400000000000004,6.0,volume,4.0,SPE
wine,KNN,0.922,2.5,0.912,7.0,0.918,5.0,0.924,1.0,0.9200000000000002,4.0,0.914,6.0,0.922,2.5,volume,4.0,SPE
