index,0
DELAUNAY,2.357142857142857
SMOTE,3.0
ORIGINAL,4.0
BORDERLINE1,4.0
BORDERLINE2,4.285714285714286
SMOTE_SVM,4.5
GEOMETRIC_SMOTE,5.857142857142857
