DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
contraceptive,QDA,0.532,1.0,0.522,3.5,0.524,2.0,0.508,6.0,0.514,5.0,0.522,3.5,0.494,7.0,area_volume_ratio,5.5,REC
dermatology,QDA,0.8420000000000001,3.0,0.836,4.0,0.8340000000000001,5.0,0.8459999999999999,2.0,0.7759999999999999,7.0,0.92,1.0,0.8240000000000001,6.0,area_volume_ratio,5.5,REC
glass,QDA,0.044,7.0,0.052000000000000005,5.0,0.052000000000000005,5.0,0.052000000000000005,5.0,0.556,2.0,0.5599999999999999,1.0,0.528,3.0,area_volume_ratio,5.5,REC
new-thyroid,QDA,0.9760000000000002,2.0,0.972,5.0,0.978,1.0,0.9740000000000001,3.5,0.9740000000000001,3.5,0.968,6.0,0.948,7.0,area_volume_ratio,5.5,REC
penbased,QDA,0.1,5.0,0.1,5.0,0.1,5.0,0.1,5.0,0.1,5.0,0.8039999999999999,1.0,0.2740000000000001,2.0,area_volume_ratio,5.5,REC
thyroid,QDA,0.5700000000000001,7.0,0.836,4.0,0.8800000000000001,2.0,0.922,1.0,0.8780000000000001,3.0,0.728,5.0,0.5900000000000001,6.0,area_volume_ratio,5.5,REC
wine,QDA,0.9420000000000001,6.5,0.9420000000000001,6.5,0.948,3.5,0.948,3.5,0.958,1.0,0.9540000000000001,2.0,0.946,5.0,area_volume_ratio,5.5,REC
